model,split,epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
base-densenet,1,11,0.475947912770013,0.8347734356596875,0.6666666666666666,0.5773763589933515,0.7620701058201058,0.3778646084977116,0.3710215216732343,0.5699481865284974,0.6830084912986467,0.7233333333333334,0.6547619047619048,0.75,0.5045871559633027,0.8481675392670157,0.7023809523809523,"[0.8481675392670157, 0.5045871559633027]","[0.75, 0.6547619047619048]","[0.7960687960687961, 0.5699481865284974]","[0.75, 0.6547619047619048]"
base-densenet,1,12,0.4565220308179656,0.8447284061464092,0.6666666666666666,0.6960862771918376,0.7562830687830687,0.3253137151065424,0.2784163473818646,0.5461847389558233,0.6121237085092507,0.6233333333333333,0.8095238095238095,0.5509259259259259,0.4121212121212121,0.8814814814814815,0.6802248677248677,"[0.8814814814814815, 0.4121212121212121]","[0.5509259259259259, 0.8095238095238095]","[0.6780626780626781, 0.5461847389558233]","[0.5509259259259259, 0.8095238095238095]"
base-densenet,1,13,0.4302136585923533,0.8602787801405849,0.7014218009478673,0.6518964813649655,0.7600308641975309,0.3865434825560226,0.3604004449388209,0.5818181818181818,0.6698564593301435,0.6933333333333334,0.7619047619047619,0.6666666666666666,0.4705882352941176,0.8780487804878049,0.7142857142857142,"[0.8780487804878049, 0.47058823529411764]","[0.6666666666666666, 0.7619047619047619]","[0.7578947368421053, 0.5818181818181818]","[0.6666666666666666, 0.7619047619047619]"
base-densenet,1,14,0.3877552157267928,0.8851901037488179,0.7472868217054264,0.7079538581520319,0.7348434744268078,0.2736360591627053,0.2358078602620087,0.5182186234817814,0.5905540709476895,0.6033333333333334,0.7619047619047619,0.5416666666666666,0.3926380368098159,0.8540145985401459,0.6517857142857142,"[0.8540145985401459, 0.39263803680981596]","[0.5416666666666666, 0.7619047619047619]","[0.6628895184135978, 0.5182186234817814]","[0.5416666666666666, 0.7619047619047619]"
base-densenet,1,15,0.3803373077387611,0.884473182005947,0.7441860465116279,0.6446500577963888,0.7398589065255733,0.2617367637630007,0.2570712495524525,0.4353741496598639,0.6260755958012344,0.7233333333333334,0.3809523809523809,0.8564814814814815,0.5079365079365079,0.7805907172995781,0.6187169312169312,"[0.7805907172995781, 0.5079365079365079]","[0.8564814814814815, 0.38095238095238093]","[0.8167770419426048, 0.43537414965986393]","[0.8564814814814815, 0.38095238095238093]"
base-densenet,1,16,0.3432646958529949,0.9109924586660476,0.7626339969372129,0.6922113517175118,0.7044201940035273,0.2263024461375303,0.2240844196151458,0.4623655913978494,0.6104098488390214,0.6666666666666666,0.5119047619047619,0.7268518518518519,0.4215686274509804,0.7929292929292929,0.6193783068783069,"[0.7929292929292929, 0.4215686274509804]","[0.7268518518518519, 0.5119047619047619]","[0.7584541062801933, 0.46236559139784944]","[0.7268518518518519, 0.5119047619047619]"
base-densenet,1,17,0.3085152919031679,0.920510448280924,0.8211508553654744,0.802839895747602,0.7094907407407406,0.2085160428659709,0.1941673062164237,0.3538461538461538,0.5875613747954174,0.72,0.2738095238095238,0.8935185185185185,0.5,0.7598425196850394,0.5836640211640212,"[0.7598425196850394, 0.5]","[0.8935185185185185, 0.27380952380952384]","[0.8212765957446808, 0.35384615384615387]","[0.8935185185185185, 0.27380952380952384]"
base-densenet,1,18,0.2920191301063944,0.925962467439804,0.831496062992126,0.8192396645620466,0.6532186948853617,0.2204792759220492,0.21875,0.4565217391304347,0.6080685618729097,0.6666666666666666,0.5,0.7314814814814815,0.42,0.79,0.6157407407407407,"[0.79, 0.42]","[0.7314814814814815, 0.5]","[0.7596153846153846, 0.45652173913043476]","[0.7314814814814815, 0.5]"
base-densenet,1,19,0.3009085410367697,0.9191107439257952,0.8051948051948052,0.7432626994078358,0.7234898589065256,0.2285271792483997,0.2284963887065003,0.4470588235294118,0.6142270861833106,0.6866666666666666,0.4523809523809524,0.7777777777777778,0.4418604651162791,0.7850467289719626,0.6150793650793651,"[0.7850467289719626, 0.4418604651162791]","[0.7777777777777778, 0.4523809523809524]","[0.7813953488372093, 0.4470588235294118]","[0.7777777777777778, 0.4523809523809524]"
base-densenet,1,20,0.2610966365380833,0.9395771527282286,0.8508634222919937,0.7175808092827598,0.7269069664902997,0.2831494354544117,0.2816545626776129,0.4972375690607735,0.6400268990888593,0.6966666666666667,0.5357142857142857,0.7592592592592593,0.4639175257731959,0.8078817733990148,0.6474867724867726,"[0.8078817733990148, 0.4639175257731959]","[0.7592592592592593, 0.5357142857142857]","[0.7828162291169452, 0.4972375690607735]","[0.7592592592592593, 0.5357142857142857]"
base-densenet,1,21,0.2608853879508873,0.9422365910029736,0.821256038647343,0.9981941450107844,0.7463624338624337,0.3576348756645431,0.2892156862745098,0.5606060606060606,0.6076839826839826,0.6133333333333333,0.8809523809523809,0.5092592592592593,0.4111111111111111,0.9166666666666666,0.6951058201058201,"[0.9166666666666666, 0.4111111111111111]","[0.5092592592592593, 0.8809523809523809]","[0.6547619047619048, 0.5606060606060606]","[0.5092592592592593, 0.8809523809523809]"
base-densenet,1,22,0.2054193690791726,0.9644611650319712,0.8740031897926634,0.8528567490850886,0.7213955026455027,0.2797619047619047,0.2582417582417582,0.5178571428571429,0.6153115501519757,0.64,0.6904761904761905,0.6203703703703703,0.4142857142857143,0.8375,0.6554232804232805,"[0.8375, 0.4142857142857143]","[0.6203703703703703, 0.6904761904761905]","[0.7127659574468085, 0.5178571428571429]","[0.6203703703703703, 0.6904761904761905]"
base-densenet,1,23,0.2139461148794119,0.9649015598168776,0.8575899843505478,0.9031981021817772,0.7129078483245149,0.2370158891543594,0.2056316197365022,0.4979591836734693,0.5757401552170164,0.59,0.7261904761904762,0.5370370370370371,0.3788819875776397,0.8345323741007195,0.6316137566137566,"[0.8345323741007195, 0.37888198757763975]","[0.5370370370370371, 0.7261904761904762]","[0.6535211267605634, 0.49795918367346936]","[0.5370370370370371, 0.7261904761904762]"
base-densenet,1,24,0.2184182886406779,0.9667894537397712,0.8426073131955485,0.787666563084349,0.751873897707231,0.3498834218110741,0.3369280093267269,0.5560975609756098,0.6628589070700834,0.6966666666666667,0.6785714285714286,0.7037037037037037,0.4710743801652892,0.8491620111731844,0.6911375661375662,"[0.8491620111731844, 0.47107438016528924]","[0.7037037037037037, 0.6785714285714286]","[0.769620253164557, 0.5560975609756098]","[0.7037037037037037, 0.6785714285714286]"
base-densenet,1,25,0.1769723371788859,0.9793185146747052,0.8892405063291139,0.7475164664722979,0.7491732804232805,0.3213266834655175,0.3212299640170101,0.5146198830409356,0.6605733447838711,0.7233333333333334,0.5238095238095238,0.8009259259259259,0.5057471264367817,0.812206572769953,0.6623677248677249,"[0.812206572769953, 0.5057471264367817]","[0.8009259259259259, 0.5238095238095238]","[0.8065268065268065, 0.5146198830409356]","[0.8009259259259259, 0.5238095238095238]"
base-densenet,1,26,0.1563109040803586,0.9864433512336174,0.9074074074074074,0.9156031364761292,0.7457561728395062,0.1950696668739253,0.172317510969286,0.3140495867768595,0.5703859624907263,0.7233333333333334,0.2261904761904762,0.9166666666666666,0.5135135135135135,0.752851711026616,0.5714285714285714,"[0.752851711026616, 0.5135135135135135]","[0.9166666666666666, 0.2261904761904762]","[0.826722338204593, 0.3140495867768595]","[0.9166666666666666, 0.2261904761904762]"
base-densenet,1,27,0.165577377564429,0.9834732468702952,0.8932926829268293,0.8979566298425198,0.7267967372134039,0.2266278060416982,0.1987179487179488,0.3333333333333333,0.5833333333333334,0.7333333333333333,0.238095238095238,0.925925925925926,0.5555555555555556,0.7575757575757576,0.582010582010582,"[0.7575757575757576, 0.5555555555555556]","[0.9259259259259259, 0.23809523809523808]","[0.8333333333333334, 0.3333333333333333]","[0.9259259259259259, 0.23809523809523808]"
base-densenet,1,28,0.1202172684847998,0.994749401711736,0.930662557781202,0.9335949639603496,0.7357253086419753,0.2138443426239282,0.2009132420091324,0.3636363636363636,0.592074592074592,0.72,0.2857142857142857,0.8888888888888888,0.5,0.7619047619047619,0.5873015873015872,"[0.7619047619047619, 0.5]","[0.8888888888888888, 0.2857142857142857]","[0.8205128205128205, 0.36363636363636365]","[0.8888888888888888, 0.2857142857142857]"
base-densenet,1,29,0.1141033721979086,0.9959647547615552,0.9377845220030347,1.0457940415029103,0.7353946208112875,0.3391926656116535,0.3072370191014258,0.5541125541125541,0.6374898813923204,0.6566666666666666,0.7619047619047619,0.6157407407407407,0.4353741496598639,0.869281045751634,0.6888227513227513,"[0.869281045751634, 0.43537414965986393]","[0.6157407407407407, 0.7619047619047619]","[0.7208672086720868, 0.5541125541125541]","[0.6157407407407407, 0.7619047619047619]"
base-densenet,1,30,0.1196329861017875,0.9958486817174714,0.950375939849624,1.1467868657736109,0.6884369488536155,0.2584961827526585,0.2354533152909337,0.5065502183406113,0.6009840040490119,0.6233333333333333,0.6904761904761905,0.5972222222222222,0.4,0.832258064516129,0.6438492063492063,"[0.832258064516129, 0.4]","[0.5972222222222222, 0.6904761904761905]","[0.6954177897574124, 0.5065502183406113]","[0.5972222222222222, 0.6904761904761905]"
base-densenet,1,31,0.1246303916610001,0.9895363564671462,0.9373134328358208,1.015833787524607,0.7548500881834216,0.1880727257902245,0.1563786008230452,0.2807017543859649,0.555988737275287,0.7266666666666667,0.1904761904761904,0.9351851851851852,0.5333333333333333,0.7481481481481481,0.5628306878306879,"[0.7481481481481481, 0.5333333333333333]","[0.9351851851851852, 0.19047619047619047]","[0.831275720164609, 0.2807017543859649]","[0.9351851851851852, 0.19047619047619047]"
base-densenet,1,32,0.093999683834069,0.9977570591187324,0.9657228017883756,0.8816958483976002,0.7698963844797178,0.3187276291558383,0.3018867924528302,0.4477611940298507,0.6444814553840241,0.7533333333333333,0.3571428571428571,0.9074074074074074,0.6,0.784,0.6322751322751323,"[0.784, 0.6]","[0.9074074074074074, 0.35714285714285715]","[0.8412017167381974, 0.44776119402985076]","[0.9074074074074074, 0.35714285714285715]"
base-densenet,1,33,0.1216788922649963,0.9929673390937426,0.9303703703703704,0.8785022692102938,0.7044201940035274,0.2505344193972917,0.2504996668887408,0.4578313253012048,0.625229026705902,0.7,0.4523809523809524,0.7962962962962963,0.4634146341463415,0.7889908256880734,0.6243386243386243,"[0.7889908256880734, 0.4634146341463415]","[0.7962962962962963, 0.4523809523809524]","[0.7926267281105991, 0.4578313253012048]","[0.7962962962962963, 0.4523809523809524]"
base-densenet,1,34,0.1273745179525576,0.99113406777983,0.9276218611521418,0.788832860730278,0.7464175485008818,0.3171659139178481,0.3171219187208527,0.5060240963855421,0.6585420021098218,0.7266666666666667,0.5,0.8148148148148148,0.5121951219512195,0.8073394495412844,0.6574074074074074,"[0.8073394495412844, 0.5121951219512195]","[0.8148148148148148, 0.5]","[0.8110599078341014, 0.5060240963855421]","[0.8148148148148148, 0.5]"
base-densenet,1,35,0.0744607497831263,0.998480808687726,0.9779086892488954,0.843475095850105,0.748070987654321,0.2927272491520284,0.2911479944674966,0.4743589743589743,0.6448371448371448,0.7266666666666667,0.4404761904761904,0.8379629629629629,0.5138888888888888,0.793859649122807,0.6392195767195767,"[0.793859649122807, 0.5138888888888888]","[0.8379629629629629, 0.44047619047619047]","[0.8153153153153153, 0.47435897435897434]","[0.8379629629629629, 0.44047619047619047]"
base-densenet,1,36,0.1033603223696506,0.9930561008333362,0.9576642335766424,0.8786414539907128,0.7512676366843034,0.2202380952380952,0.1594827586206897,0.25,0.5463709677419355,0.74,0.1547619047619047,0.9675925925925926,0.65,0.7464285714285714,0.5611772486772486,"[0.7464285714285714, 0.65]","[0.9675925925925926, 0.15476190476190477]","[0.842741935483871, 0.25]","[0.9675925925925926, 0.15476190476190477]"
base-densenet,1,37,0.1003823466903607,0.9940461356211104,0.9602356406480118,0.8819335671405618,0.7622354497354497,0.3106865955670911,0.2953776775648252,0.4444444444444444,0.6415770609318996,0.75,0.3571428571428571,0.9027777777777778,0.5882352941176471,0.7831325301204819,0.6299603174603174,"[0.7831325301204819, 0.5882352941176471]","[0.9027777777777778, 0.35714285714285715]","[0.8387096774193549, 0.4444444444444444]","[0.9027777777777778, 0.35714285714285715]"
base-densenet,1,38,0.0775636078925648,0.9979960330330226,0.9707602339181286,0.952700444009776,0.7393077601410933,0.2590095632952705,0.2253521126760563,0.3529411764705882,0.5964290081937141,0.7433333333333333,0.25,0.9351851851851852,0.6,0.7622641509433963,0.5925925925925926,"[0.7622641509433963, 0.6]","[0.9351851851851852, 0.25]","[0.83991683991684, 0.35294117647058826]","[0.9351851851851852, 0.25]"
base-densenet,1,39,0.0421869647033357,1.0,1.0,0.8943130618815,0.7684634038800705,0.2703290990515354,0.251726784343822,0.4,0.6170212765957447,0.74,0.3095238095238095,0.9074074074074074,0.5652173913043478,0.7716535433070866,0.6084656084656085,"[0.7716535433070866, 0.5652173913043478]","[0.9074074074074074, 0.30952380952380953]","[0.8340425531914893, 0.4]","[0.9074074074074074, 0.30952380952380953]"
base-densenet,1,40,0.03278117009652,1.0,1.0,1.031000626256379,0.7678571428571429,0.2037822610778173,0.1786858974358974,0.3166666666666666,0.5729166666666667,0.7266666666666667,0.2261904761904762,0.9212962962962964,0.5277777777777778,0.7537878787878788,0.5737433862433863,"[0.7537878787878788, 0.5277777777777778]","[0.9212962962962963, 0.2261904761904762]","[0.8291666666666667, 0.31666666666666665]","[0.9212962962962963, 0.2261904761904762]"
base-densenet,1,41,0.111212094805766,0.9899289564691948,0.937950937950938,2.03159269122271,0.6960152116402117,0.2552622711322395,0.193168433451119,0.5089605734767025,0.5410846481090678,0.5433333333333333,0.8452380952380952,0.4259259259259259,0.3641025641025641,0.8761904761904762,0.6355820105820106,"[0.8761904761904762, 0.3641025641025641]","[0.42592592592592593, 0.8452380952380952]","[0.573208722741433, 0.5089605734767025]","[0.42592592592592593, 0.8452380952380952]"
base-densenet,1,42,0.1015129921629947,0.993865198228862,0.9572901325478644,0.9004586016169439,0.7477402998236331,0.2883658559625699,0.2880258899676375,0.4942528735632184,0.6438400518050834,0.7066666666666667,0.5119047619047619,0.7824074074074074,0.4777777777777778,0.8047619047619048,0.6471560846560847,"[0.8047619047619048, 0.4777777777777778]","[0.7824074074074074, 0.5119047619047619]","[0.7934272300469484, 0.4942528735632184]","[0.7824074074074074, 0.5119047619047619]"
base-densenet,1,43,0.0586325956131137,0.9978628904236324,0.9765395894428152,0.8925573271869992,0.7024911816578483,0.2537873870098474,0.2452135493372605,0.4142857142857143,0.6180124223602484,0.7266666666666667,0.3452380952380952,0.875,0.5178571428571429,0.7745901639344263,0.6101190476190477,"[0.7745901639344263, 0.5178571428571429]","[0.875, 0.34523809523809523]","[0.8217391304347826, 0.4142857142857143]","[0.875, 0.34523809523809523]"
base-densenet,1,44,0.0690533971784558,0.996845544331368,0.9690721649484536,0.9104191255165884,0.716710758377425,0.1942646394178072,0.1935483870967742,0.4050632911392405,0.596196803940661,0.6866666666666666,0.3809523809523809,0.8055555555555556,0.4324324324324324,0.7699115044247787,0.5932539682539683,"[0.7699115044247787, 0.43243243243243246]","[0.8055555555555556, 0.38095238095238093]","[0.7873303167420814, 0.4050632911392405]","[0.8055555555555556, 0.38095238095238093]"
base-densenet,1,45,0.0696626178138346,0.9977126782489356,0.9705014749262536,0.9238415525341408,0.7506062610229276,0.3474064148857547,0.346793349168646,0.5217391304347826,0.6731702485886897,0.7433333333333333,0.5,0.8379629629629629,0.5454545454545454,0.8116591928251121,0.6689814814814814,"[0.8116591928251121, 0.5454545454545454]","[0.8379629629629629, 0.5]","[0.8246013667425968, 0.5217391304347826]","[0.8379629629629629, 0.5]"
base-densenet,1,46,0.0333666696365495,0.9999726886955096,0.9985358711566618,0.9453632967732848,0.7428902116402116,0.3445189954096658,0.3445071357451045,0.5269461077844312,0.672249035416465,0.7366666666666667,0.5238095238095238,0.8194444444444444,0.5301204819277109,0.815668202764977,0.6716269841269842,"[0.815668202764977, 0.5301204819277109]","[0.8194444444444444, 0.5238095238095238]","[0.8175519630484989, 0.5269461077844312]","[0.8194444444444444, 0.5238095238095238]"
base-densenet,1,47,0.0232349310318628,1.0,1.0,0.9784246026724576,0.7481261022927689,0.3251353634509435,0.3214663376806485,0.4900662251655629,0.6592870101328928,0.7433333333333333,0.4404761904761904,0.8611111111111112,0.5522388059701493,0.7982832618025751,0.6507936507936508,"[0.7982832618025751, 0.5522388059701493]","[0.8611111111111112, 0.44047619047619047]","[0.8285077951002228, 0.4900662251655629]","[0.8611111111111112, 0.44047619047619047]"
base-densenet,1,48,0.0202208922284383,1.0,1.0,0.920186375407502,0.7589285714285714,0.342960767148912,0.3390905886499823,0.5033112582781457,0.6681366981813891,0.75,0.4523809523809524,0.8657407407407407,0.5671641791044776,0.8025751072961373,0.6590608465608465,"[0.8025751072961373, 0.5671641791044776]","[0.8657407407407407, 0.4523809523809524]","[0.8329621380846325, 0.5033112582781457]","[0.8657407407407407, 0.4523809523809524]"
base-densenet,1,49,0.0229029351125548,0.9999863443477548,0.9970588235294118,1.0556704957965606,0.7506062610229276,0.3338237875479872,0.3337774816788807,0.5180722891566265,0.6668702459608018,0.7333333333333333,0.5119047619047619,0.8194444444444444,0.524390243902439,0.8119266055045872,0.6656746031746031,"[0.8119266055045872, 0.524390243902439]","[0.8194444444444444, 0.5119047619047619]","[0.815668202764977, 0.5180722891566265]","[0.8194444444444444, 0.5119047619047619]"
base-densenet,1,50,0.1535137390872356,0.9806396990294244,0.9047619047619048,1.605157804849635,0.736441798941799,0.2658596631370197,0.17741218319253,0.5099337748344371,0.5066447397662119,0.5066666666666667,0.9166666666666666,0.3472222222222222,0.3532110091743119,0.9146341463414634,0.6319444444444444,"[0.9146341463414634, 0.3532110091743119]","[0.3472222222222222, 0.9166666666666666]","[0.5033557046979866, 0.5099337748344371]","[0.3472222222222222, 0.9166666666666666]"
base-densenet,1,51,0.091768404552907,0.9899391982083784,0.9589442815249268,0.8937741075673451,0.7422288359788358,0.3346439402986556,0.3286788399570354,0.4897959183673469,0.662116502230031,0.75,0.4285714285714285,0.875,0.5714285714285714,0.7974683544303798,0.6517857142857143,"[0.7974683544303798, 0.5714285714285714]","[0.875, 0.42857142857142855]","[0.8344370860927153, 0.4897959183673469]","[0.875, 0.42857142857142855]"
base-densenet,1,52,0.0212761531652358,1.0,0.9985358711566618,0.9554351512024488,0.7381503527336861,0.2867524660961615,0.2810927390366643,0.4520547945205479,0.6379216703880273,0.7333333333333333,0.3928571428571428,0.8657407407407407,0.532258064516129,0.7857142857142857,0.6292989417989417,"[0.7857142857142857, 0.532258064516129]","[0.8657407407407407, 0.39285714285714285]","[0.8237885462555066, 0.4520547945205479]","[0.8657407407407407, 0.39285714285714285]"
base-densenet,1,53,0.0194755226343113,1.0,0.998531571218796,0.9521415356802754,0.7375992063492064,0.2589704767969842,0.2567331234697447,0.4444444444444444,0.6271439224459359,0.7166666666666667,0.4047619047619047,0.8379629629629629,0.4927536231884058,0.7835497835497836,0.6213624338624338,"[0.7835497835497836, 0.4927536231884058]","[0.8379629629629629, 0.40476190476190477]","[0.8098434004474273, 0.4444444444444444]","[0.8379629629629629, 0.40476190476190477]"
base-densenet,1,54,0.0713842969032702,0.9941997617088684,0.957910014513788,2.776211370930153,0.7091600529100529,0.1235198142990688,0.0475255302435192,0.4550561797752809,0.3299871062810831,0.3533333333333333,0.9642857142857144,0.1157407407407407,0.2977941176470588,0.8928571428571429,0.5400132275132276,"[0.8928571428571429, 0.2977941176470588]","[0.11574074074074074, 0.9642857142857143]","[0.20491803278688525, 0.4550561797752809]","[0.11574074074074074, 0.9642857142857143]"
base-densenet,1,55,0.067976291936017,0.99775023129261,0.9637155297532656,1.0047083377783808,0.7410714285714286,0.2466280773564116,0.2450538007636238,0.4387096774193548,0.6216020297209134,0.71,0.4047619047619047,0.8287037037037037,0.4788732394366197,0.7816593886462883,0.6167328042328042,"[0.7816593886462883, 0.4788732394366197]","[0.8287037037037037, 0.40476190476190477]","[0.8044943820224719, 0.43870967741935485]","[0.8287037037037037, 0.40476190476190477]"
base-densenet,1,56,0.0188643486826428,1.0,1.0,0.9599922479650316,0.7533619929453264,0.2799635578969144,0.2749731471535982,0.4489795918367347,0.6350858224084336,0.73,0.3928571428571428,0.8611111111111112,0.5238095238095238,0.7848101265822784,0.626984126984127,"[0.7848101265822784, 0.5238095238095238]","[0.8611111111111112, 0.39285714285714285]","[0.8211920529801324, 0.4489795918367347]","[0.8611111111111112, 0.39285714285714285]"
base-densenet,1,57,0.0138913079997776,1.0,1.0,1.0716247550805564,0.753913139329806,0.289128674595778,0.2815569297926519,0.4475524475524475,0.6373429633823506,0.7366666666666667,0.3809523809523809,0.875,0.5423728813559322,0.7842323651452282,0.6279761904761905,"[0.7842323651452282, 0.5423728813559322]","[0.875, 0.38095238095238093]","[0.8271334792122538, 0.44755244755244755]","[0.875, 0.38095238095238093]"
base-densenet,1,58,0.0125704228539931,1.0,0.998531571218796,1.070756501480937,0.7426697530864197,0.2220152448350216,0.1915925626515764,0.3220338983050847,0.5780293972853224,0.7333333333333333,0.2261904761904762,0.9305555555555556,0.5588235294117647,0.7556390977443609,0.5783730158730159,"[0.7556390977443609, 0.5588235294117647]","[0.9305555555555556, 0.2261904761904762]","[0.8340248962655602, 0.3220338983050847]","[0.9305555555555556, 0.2261904761904762]"
base-densenet,1,59,0.1489132709769182,0.9818687077314888,0.9138686131386862,0.8584911176484699,0.7118606701940037,0.2716591523570384,0.268593584772647,0.4503311258278146,0.632737945987404,0.7233333333333334,0.4047619047619047,0.8472222222222222,0.5074626865671642,0.7854077253218884,0.6259920634920635,"[0.7854077253218884, 0.5074626865671642]","[0.8472222222222222, 0.40476190476190477]","[0.8151447661469933, 0.4503311258278146]","[0.8472222222222222, 0.40476190476190477]"
base-densenet,1,60,0.0487578252041324,0.9987061269497712,0.9809104258443464,0.9671349062599862,0.7458112874779542,0.3376875125625398,0.337585868498528,0.5263157894736842,0.6687523003312477,0.73,0.5357142857142857,0.8055555555555556,0.5172413793103449,0.8169014084507042,0.6706349206349207,"[0.8169014084507042, 0.5172413793103449]","[0.8055555555555556, 0.5357142857142857]","[0.8111888111888111, 0.5263157894736842]","[0.8055555555555556, 0.5357142857142857]"
base-densenet,1,61,0.0177011985364273,1.0,1.0,1.0504886323733569,0.7391975308641975,0.2964172150492937,0.2958941296233457,0.484472049689441,0.6477029952319642,0.7233333333333334,0.4642857142857143,0.8240740740740741,0.5064935064935064,0.7982062780269058,0.6441798941798942,"[0.7982062780269058, 0.5064935064935064]","[0.8240740740740741, 0.4642857142857143]","[0.8109339407744874, 0.484472049689441]","[0.8240740740740741, 0.4642857142857143]"
